CODE_UIC;DESCRIPTION;LOCALITY_UIC
81017376;TAUFKIRCHEN A. D. PRAM;
81017368;ANDORF;
74004903;BROMOLLA;
53510594;BAC U;
81017293;NEUMARKT-KALLHAM;
81017269;GRIESKIRCHEN-GALLSPACH;
88117184;BIERGES-WALIBI;
87279869;VOUECOURT;
87279877;BRICON LA POSTE;
87279893;CLAIRVAUX D12;
55170951;NAGYK ROS;
51018705;INOWROC AW;
56155564;PARTIZANSKE;
56155069;TOPO CANY;
88213371;HOVE;
20012104;IDEL;
54733824;PROTIVIN;
71603019;QUERO;
52180000;PLOVDIV;
54733527;CICENICE;
71603001;VILLACANAS;
80032318;BERLIN - LICHTENBERG;80903137
71352039;OROPESA DE TOLEDO;
71352070;CASATEJADA;
71352062;NAVALMORAL DE LA MATA;
71352005;TALAVERA DE LA REINA;
71112128;SALVATIERRA/AGURAIN;
71112136;ARAIA;
71112102;ALEGRIA DE ALAVA-DULANTZI;
83067306;ROSIGNANO;
71112080;VITORIA-GASTEIZ;
83067256;LIVORNO CENTRALE;
83067298;CASTIGLIONCELLO;
83067538;VOLTERRA-SALINE-POMARANCE;
74001677;ARBOGA;
71112052;NANCLARES-LANGRAIZ;
71112003;MIRANDA DE EBRO;
71112037;MANZANOS;
55171371;KISKUNFELEGYHAZA;
88214361;WILDERT;
83067702;PIOMBINO;
83067736;POPULONIA;
88214023;ESSEN;
83067751;PIOMBINO MARITTIMA;
74001446;ALVESTA;
55171116;KECSKEMET;
87134296;ROUVRAY;
87134353;LA TUQUE;
87134361;BARBONVIELLE;
87134395;GALIMAS;
87134387;AUCH - LE SEILHAN;
74001198;ALINGSAS;
87134411;MONBALEN;
74001057;ABISKO TURISTSTATION;
74001065;ABISKO OSTRA;
51018408;BYDGOSZCZ G OWNA;
81014415;WEYER;
81014407;GAFLENZ;
81014498;HIEFLAU;
81014431;KLEINREIFLING;
81014456;WEI ENBACH-ST. GALLEN;
51019703;TORU  G OWNY;
81014373;WAIDHOFEN A. D. YBBS;
81014316;ULMERFELD-HAUSMENING;
81014340;ROSENAU;
81014332;HILM-KEMATEN;
88452292;COO;
81014613;STAINACH-IRDNING;
81014605;WORSCHACH SCHWEFELBAD;
88848550;PERUWELZ;
81014688;GROBMING;
81014670;STEIN A. D. ENNS;
81014662;OBLARN;
81014514;GSTATTERBODEN IM NATIONALPARK;
81014571;SELZTHAL;
81014597;LIEZEN;
81014563;FRAUENBERG AN DER ENNS;
81014555;ADMONT;
88452030;TROIS-PONTS;
54732826;CESKE BUDEJOVICE;
88942010;LOKEREN;
74001941;ARLANDA CENTRAL;
88848895;CALLENELLE;
88212381;MORTSEL-OUDE GOD;
55171603;KISTELEK;
56156265;PODHAJSKA;
20013805;LOUHI;
74001867;ARVIKA;
55022467;SZOMBATHELY;
54732750;PLZEN HLAVNI NADRAZI;
81014829;POHAM;
81014811;HUTTAU;
54732057;ROKYCANY;
81014712;HAUS;
81014738;SCHLADMING;
81014795;EBEN IM PONGAU;
81014753;MANDLING;
81014787;ALTENMARKT IM PONGAU;
81014779;RADSTADT;
71602037;VILLASEQUILLA;
71602029;CASTILLEJO-ANOVER;
71602078;EL ROMERAL;
71602003;ARANJUEZ;
88119164;BRUXELLES-SCHUMAN / BRUSSEL-SCHUMAN;88988104
71353037;CANAVERAL;
71353011;MIRABEL;
80031716;FRANKFURT (ODER) PBF;
88213116;KONTICH;
88942359;ZELE;
71113035;ZEGAMA-OTZAURTE;
71113068;LEGAZPI;
71113000;ALTSASU;
74002535;BASTUTRASK;
70275305;PRESTON;
55172288;SZEGED;
51019430;ZDU SKA WOLA;
51019489;SIERADZ;
74002279;ARLANDA NORRA;
74002147;AVESTA KRYLBO;
87764845;RUOMS DEVIATION;
84005306;ROTTERDAM CENTRAAL;84900530
87764829;LARGENTIERE LES VERGNADES;
87764811;UZER-CENTRE;
84005454;SAPPEMEER OOST;
84005447;SANTPOORT ZUID;
84005439;SANTPOORT NOORD;
84005496;SCHAGEN;
84005488;LANDGRAAF;
84005470;SAUWERD;
87764662;CHOMERAC DEVIATION;
87764613;LAUDUN L'ARDOISE;
84005173;RHENEN;
87764688;PRIVAS;
84005090;PUTTEN;
87764753;AUBENAS BOUTIQUE SNCF;
87764738;VOGUE BAUSSON;
87764720;VILLENEUVE-DE-BERG-CENTRE;07076472
87764712;SAINT-JEAN-LE-CENTENIER CENTRE;
84005231;ROERMOND;
84005215;RILLAND-BATH;
84005264;ROOSENDAAL;
84005256;ROODESCHOOL;
84005058;RIJSWIJK;
88113040;BRUXELLES-LUXEMBOURG / BRUSSEL-LUXEMBURG;88988104
87764019;ALLAINES-MERVILLIERS RN 154;
87764001;MONTELIMAR;26076400
87764092;GOHORY D955;
87764084;YEVRES CROIX VERTE;
87764068;DAMPIERRE RUE DES SORBIERS;
87764050;LUIGNY POSTE;
87764043;MIERMAIGNE MAIRIE;
87764035;BEAUMONT LES AUTELS D 955;
87764126;VILLAMPUY LA FOLIE;
87764100;LOGRON SAINT-LUBIN D'ISIGNY;
87764142;SAINT-PERAVY-LA-COLOMBE CENTRE;
87764134;TOURNOISIS RUE DE LA MAIRIE;
85073726;WENGEN;
85073767;GRINDELWALD GRUND;
87764407;LE POUZIN PLACE MARECHAL LECLERC;
85073742;KLEINE SCHEIDEGG;
87764472;LE TEIL;26076400
85073841;LAUTERBRUNNEN;
87764555;PONT-SAINT-ESPRIT;
85073882;WILDERSWIL;
85073809;GRINDELWALD;
87764571;BAGNOLS-SUR-CEZE;
85073890;ZWEILUTSCHINEN;
87764290;DONZERE;
87764308;PIERRELATTE;
87764399;SAINT-AMAND-MONTROND PROMENADE DUBREUIL;
87764357;BOLLENE LA CROISIERE;
80034751;POTSDAM PIRSCHHEIDE;80903479
80034793;POTSDAM HBF;80903479
70913608;INVERKEITHING;
71503003;LINARES-BAEZA;
85073619;EIGERGLETSCHER;
85073643;JUNGFRAUJOCH;
83021147;S. CANDIDO INNICHEN;
88843193;BOUSSU;
54739250;NEPOMUK;
88843276;HAININ;
88843359;QUIEVRAIN;
84005926;TERBORG;
84005975;TILBURG;
54343061;KOJETIN;
54343020;MORAVSKY BEROUN;
84005751;STAVOREN;
84005785;STEENWIJK;
88843508;THULIN;
84005769;STEDUM;
80034249;SCHONEFELD (BEI BERLIN);
54343624;OLOMOUC HLAVNI NADRAZI;
54343640;OSTRAVA HLAVNI NADRAZI;
84005538;SCHIEDAM CENTRUM;
84005512;SCHEEMDA;
84005645;SITTARD;
84005611;SCHIPHOL AIRPORT;84900561
84005660;SNEEK;
84005652;SLIEDRECHT;
88112136;DIEGEM;
84004176;MAARN;
84004242;MAASTRICHT;
84004226;MAASSLUIS;
84004275;MANTGUM;
84004192;MAARSSEN;
87765883;ARAMON;
87765875;VILLENEUVE-LES-AVIGNON;84076500
87765826;ENTRAIGUES-SUR-LA-SORGUE;
87765818;MONTEUX;
87765990;VALLON-EN-SULLY MARCHE COUVERT;
88112219;ZAVENTEM;
87765941;SAINT-FLORENTIN GARE ROUTIERE;
84004036;LOPPERSUM;
87765909;BAGNERES-DE-LUCHON ROUTIER;
87765214;IGUERANDE BOURG;
87765206;SORGUES - CHATEAUNEUF-DU-PAPE;
85072975;OEY-DIEMTIGEN;
85072900;ZWEISIMMEN;
87765230;SAINT-DENIS - PLEYEL;
87765339;GRAVESON - MAILLANE;
87765305;BARBENTANE - ROGNONAS;
88112888;HERENT;
87765396;ERLON;
87765354;TARASCON;
56150102;PLESIVEC;
87765008;AVIGNON CENTRE;84076500
87765024;AVIGNON SUD;84076500
87765107;ORANGE;
87765198;BEDARRIDES;
87765180;COURTHEZON;
88112540;KORTENBERG;
88112474;NOSSEGEM;
87765735;CARPENTRAS;
87765446;GADAGNE;
87765438;SAINT-SATURNIN-LES-AVIGNON;
85072728;SAANENMOSER;
87765420;MORIERES-LES-AVIGNON;
85072710;SCHONRIED;
87765412;MONTFAVET;
87765404;VOYENNE ECOLE;
87765479;L'ISLE-SUR-LA-SORGUE - FONTAINE-DE-VAUCLUSE;
87765453;LE THOR;
85072793;LENK IM SIMMENTAL;
88112706;VELTEM;
87765503;CAVAILLON;
88112623;ERPS-KWERPS;
54342824;MOHELNICE;
80273177;WITTENBERGE;
54342527;MILOTICE NAD OPAVOU;
80273276;LUDWIGSLUST;
71502005;SANTA CRUZ DE MUDELA;
71502021;ALMURADIEL-VISO DEL MARQUES;
80273599;SCHWERIN HBF;
71502070;VILCHES;
83020065;VIPITENO VAL VIZZE/STERZING PFITSCH;
83020057;COLLE ISARCO GOSSENSASS;
83020016;BRENNERO BRENNER;
54738658;HORAZDOVICE PREDMESTI;
83020172;CHIUSA KLAUSEN;
70914507;KIRKCALDY;
83020149;BRESSANONE BRIXEN;
83020115;FORTEZZA FRANZENSFESTE;
84004986;OUDENBOSCH;
84004952;OSS;
83020263;BOLZANO BOZEN;
71742114;SABINANIGO;
83020206;PONTE GARDENA LAION/WAIDBRUCK LAJEN;
71742130;JACA;
83020388;TRENTO;
71742000;HUESCA;
83020354;MEZZOCORONA;
83020347;SALORNO SALURN;
71742049;AYERBE;
83020313;ORA AUER;
83020305;BRONZOLO BRANZOLL;
84004705;NIJMEGEN;
83020495;ALA;
83020461;MORI;
83020446;ROVERETO;
84004879;OMMEN;
84004861;OLST;
83020552;DOMEGLIARA-S. AMBROGIO;
83020529;PERI;
83020511;BORGHETTO SULL'ADIGE;
71742170;CANFRANC;71971746
55072033;SASD;
84004549;NIEUW AMSTERDAM;
84004523;NAARDEN-BUSSUM;
84004572;BAD NIEUWESCHANS;
84004556;NIEUWERKERK A/D IJSSEL;
54342329;MIKULOVICE;
54342345;OPAVA ZAPAD;
84004606;NIEUW VENNEP;
84004697;NIJKERK;
84004663;NUNSPEET;
84004309;MARTENSHOEK;
84004366;MIDDELBURG;
84004358;MEPPEL;
83020883;PESCHIERA DEL GARDA;
83020842;DESENZANO DEL GARDA-SIRMIONE;
83020834;LONATO;
83020826;PONTE S. MARCO-CALCINATO;
54342154;JIHLAVA;
55072942;PECS;
84003020;HEEMSTEDE-AERDENHOUT;
84003079;HEERLEN;
84003061;HEERHUGOWAARD;
81017962;BRAUNAU AM INN;
84003053;HEERENVEEN;
20600106;MICHURINSK VORONEJSKII;
88115360;RIXENSART;
87860825;BASTIA;
87860817;AJACCIO;
87860841;ILE-ROUSSE;
87860833;CALVI;20086083
88115287;GENVAL;
55072603;SZENTL RINC;
81017855;RIED IM INNKREIS;
88115444;PROFONDSART;
88845412;QUAREGNON;
87620021;ANGLARS-JUILLAC;
87620005;VIRE-SUR-LOT - PORT;
87620096;SAINT-SAVIN - LA PLAINE;
87620088;AYZAC;
87620070;AGOS-VIDALOS;
87620054;TOUILLE;
87620047;ROQUEFORT-SUR-GARONNE CHATEAU;
87620039;PESCADOIRES;
87130807;FOIX CENTRE VILLE;09061161
87130823;LES CABANNES CENTRE;09061157
87130849;MERENS-LES-VALS;09061152
87130831;PAMIERS CENTRE;09061134
87130864;AIGUES-VIVES;
87130856;SAINT-GIRONS - PLACE DES CAPOTS;09061173
87130880;LE VERNET - ROUTE NATIONALE - ABRI BUS;09061135
87130872;LA BASTIDE-DE-BOUSIGNAC;
87620138;HIIS;
87620120;BERNAC-DESSUS - ARCIZAC;
87130898;VARILHES CENTRE;09061132
87620112;SAINT-PIERRE-TOIRAC;
87620104;PLAISANCE-DU-GERS;
87620195;SAINT-SULPICE-SUR-LEZE;
87620179;BAREGES;
87620153;CAUTERETS;
87620146;ANTIST;
87766857;LES ILES GRASSONET;
87766832;LE TEIL ROND-POINT BENISTANT;
87766824;VALENCAY COLLEGE ALAIN FOURNIER;
87766816;THIERS OUEST - PLATEFORME MULTIMODALE;
87766808;CHALAIN-LE-COMTAL AIRE COVOITURAGE;
87766634;MAISONS-ALFORT-LES JUILLIOTTES;
87766790;GEX L'AIGLETTE;
87766782;SAINT-GENIS-POUILLY ALLONDON NORD;
87766774;LEAZ BOURG;
71505040;POSADAS;
71505065;PALMA DEL RIO;
71505000;CORDOBA;
70520304;ROCHESTER;
70916007;MARKINCH;
87276329;PONT-SAINTE-MAXENCE;
87276311;CHEVRIERES;
87276345;DEUIL - MONTMAGNY;
87276360;GROSLAY;
87276352;RIEUX - ANGICOURT;
87276386;SARCELLES - SAINT-BRICE;
87276378;VILLERS-SAINT-PAUL;
87276394;ECOUEN - EZANVILLE;
80130286;IMMENSEN ARPKE;
80130278;DOLLBERGEN;
80130203;GIFHORN;
87276303;LONGUEIL-SAINTE-MARIE;
87276436;DOMONT;
87276451;BRUYERES-SUR-OISE;
87276444;BORAN-SUR-OISE;
87276469;PERSAN - BEAUMONT;
85071001;THUN;
87276493;MONTSOULT - MAFFLIERS;
87276485;BOUFFEMONT - MOISSELLES;
74049155;STOCKHOLM ODENPLAN;74903751
74049130;STOCKHOLM CITY;74903751
87276410;PRECY-SUR-OISE;
87276402;SAINT-LEU-D'ESSERENT;
87276543;AUVERS-SUR-OISE;
87276535;VALMONDOIS;
87276568;VIARMES;
87276550;BELLOY - SAINT-MARTIN;
87276584;ERMONT HALTE;
87276576;LUZARCHES;
87276592;GROS NOYER SAINT-PRIX;
80130476;FRIEDLAND (HAN);
80130468;EICHENBERG;
74049007;ORTOFTA;
87276501;PRESLES COURCELLES;
87276527;L'ISLE-ADAM - PARMAIN;
87276519;CHAMPAGNE-SUR-OISE;
87276659;FREPILLON;
87276642;BESSANCOURT;
87276675;MERIEL;
87276667;MERY-SUR-OISE;
87276691;COMPIEGNE;
80130583;EINBECK-SALZDERHELDEN;
80130567;NORTHEIM (HAN);
87276618;MONTATAIRE;
80130518;GOTTINGEN;
87276600;SAINT-LEU-LA-FORET;
87276634;TAVERNY;
54341453;IVANOVICE NA HANE;
87276626;VAUCELLES;
87276766;RIBECOURT;
54341941;OPAVA VYCHOD;
87276758;NOINTEL - MOURS;
87276782;NOYON;
87276774;OURSCAMPS;
80130633;ALFELD (LEINE);
87276725;CHAMBLY;
87276717;BORNEL - BELLE-EGLISE;
87276741;THOUROTTE;
80130609;KREIENSEN;
87276733;LE MEUX - LA CROIX-SAINT-OUEN;
84003947;LELYSTAD CENTRUM;
87526574;PEYRUIS PARC RELAIS;
54737452;KLATOVY;
84003905;LEIDEN CENTRAAL;
56150607;ROZNAVA;
84003707;KRUININGEN-YERSEKE;
88845669;JEMAPPES;
20600908;MICHURINSK-URALSKII;
84003822;LAGE ZWALUWE;
88116010;OTTIGNIES;
84003889;T HARDE;
84003871;LEEUWARDEN;
84003863;LEERDAM;
74049940;OXNERED;
84003541;KAPELLE-BIEZELINGE;
84003608;KAMPEN ZUID;
84003665;KOUDUM-MOLKWERUM;
84003640;ZAANDIJK ZAANSE SCHANS;
84003632;KOOG AAN DE ZAAN;
84003699;KROPSWOLDE;
84003681;KROMMENIE-ASSENDELFT;
84003673;KRABBENDIJKE;
74049718;OVERBY;
84003327;HOOFDDORP;
84003319;HOOGEZAND-SAPPEMEER;
84003301;HOOGEVEEN;
84003376;HOORN;
84003368;HOORN KERSENBOOGERD;
84003343;HOOGKARSPEL;
84003392;HORST-SEVENUM;
70176107;LANGLEY MILL;
84003400;HOUTEN;
87276006;CREIL;
87276030;CHAMP DE COURSES D'ENGHIEN;
87276022;ENGHIEN-LES-BAINS;
87276055;ERMONT - EAUBONNE;
87276071;FRANCONVILLE - LE PLESSIS-BOUCHARD;
87276063;CERNAY;
87276097;PIERRELAYE;
87276089;MONTIGNY - BEAUCHAMP;
53513580;PA CANI;
54341248;BOHUMIN;
87276105;SAINT-OUEN-L'AUMONE;
87276113;CHANTILLY - GOUVIEUX;
87276147;EPLUCHES;
84003111;DEN HELDER;
87276139;PONTOISE;
87276162;CHAPONVAL;
87276154;PONT PETIT;
87276188;SANNOIS;
87276170;SAINT-GRATIEN;
84003137;HELMOND;
87276196;GARGES - SARCELLES;
84003194;S HERTOGENBOSCH;
84003178;HEEMSKERK;
84003160;HENGELO;
84003095;HEILOO;
74049429;OSTERSUND C;
87276212;LIANCOURT - RANTIGNY;
87276204;LAIGNEVILLE;
87276238;LES NOUES;
87276220;VILLIERS-LE-BEL - GONESSE - ARNOUVILLE;
87276253;LOUVRES;
84003228;HILVERSUM;
87276246;GOUSSAINVILLE;
87276279;ORRY-LA-VILLE - COYE;
87276261;SURVILLIERS - FOSSES;
87276287;LA BORNE BLANCHE;
84003251;HOEK VAN HOLLAND HAVEN;
84003236;HINDELOOPEN;
84003277;HOLLANDSCHE RADING;
80130179;WOLFSBURG HBF;
88114454;GROENENDAAL;
88114603;HOEILAART;
87131961;BRION - MONTREAL-LA-CLUSE GARE;01069150
85070763;BELP;
85070896;SCHWARZENBURG;
56152066;SURANY;
10355016;TORNIO;
94460949;LUSO - BUCACO;
87767806;LUSSE-TUNNEL MAURICE LEMAIRE;
87767889;ARBOIS LA FOULE;
87767871;SAINT-CESAIRE V3;
71504001;ESPELUY;
20018408;MURMANSK;
54340349;MESTO ALBRECHTICE;
54340422;LIPNIK NAD BECVOU;
71504076;VILLA DEL RIO;
71504035;ANDUJAR;
85070003;BERN;
85070060;MUNSINGEN;
84002964;HARLINGEN;
84002956;HARDINXVELD-GIESSENDAM;
84002949;HARDERWIJK;
84002931;HARDENBERG;
54340729;LIPOVA LAZNE ZASTAVKA;54934052
84002980;HARLINGEN HAVEN;
84002972;HAREN;
87767269;NANCES MAISON DU LAC;
56151704;MOLDAVA NAD BODVOU;
54340521;LIPOVA LAZNE;54934052
54736223;TABOR;
84002857;HAARLEM;
84002824;DEN HAAG CENTRAAL;84984280
56151969;CHYNORANY;
84002808;DEN HAAG HS;84984280
84002568;GORINCHEM;
84002535;GOES;
84002584;GOUDA;
84002634;GRONINGEN;
84002675;GRIJPSKERK;
84002667;GROU-JIRNSUM;
81019455;KAINISCH;
55074682;VILLANY;
81019489;TAUPLITZ;
81019471;BAD MITTERNDORF;
84002303;BOVENKARSPEL FLORA;
88115105;LA HULPE;
84002329;FRANEKER;
84002444;GELDERMALSEN;
20591909;GRIAZI VORONEJSKI;
84002121;ENSCHEDE;
84002105;ENKHUIZEN;
84002162;ERMELO;
81019224;AURACHKIRCHEN;
81019422;OBERTRAUN DACHSTEINHOHLEN;
81019414;HALLSTATT;
81019448;BAD AUSSEE;
81019398;STEEG-GOSAU;
81019380;BAD GOISERN;
81019349;BAD ISCHL;
81019372;BAD GOISERN JODSCHWEFELBAD;
84002006;EDE-WAGENINGEN;
81019331;MITTERWEI ENBACH;
81019323;LANGWIES;
84002089;EMMEN;
84002071;ELST;
84002063;EINDHOVEN CENTRAAL;
81019281;EBENSEE LANDUNGSPLATZ;81901929
81019299;EBENSEE;81901929
81019240;GMUNDEN;
81019257;ALTMUNSTER AM TRAUNSEE;
51060608;OPOLE G OWNE;
87666834;LUZ-SAINT-SAUVEUR;
83060111;FORTE DEI MARMI-SERAVEZZA-QUERCETA;
83060137;AULLA LUNIGIANA;
83060129;PIETRASANTA;
83060152;TORRE DEL LAGO PUCCINI;
54348128;RUDA NAD MORAVOU;
83060004;LA SPEZIA CENTRALE;
83060053;CARRARA-AVENZA;
83060095;MASSA CENTRO;
83060319;CAMPIGLIA MARITTIMA;
83060301;S. VINCENZO;
83060335;FOLLONICA;
83060392;GROSSETO;
74046870;AKARP;
83060269;CECINA;
83060293;CASTAGNETO CARDUCCI-DONORATICO;
74046664;YTTERBY;
74046615;YSTAD;
83060400;VIAREGGIO;
87666099;CHAMELET CENTRE;
87176867;SAINT-LAURENT-DE-NESTE - MEDEVIELLE;
87176859;SAINT-LAURENT-DE-NESTE;
94902908;PORTIMAO;
87176891;TOURNAY - R.N. 117 - D.28;
87176883;SAINT-PAUL-DE-NESTE;
87176875;SAINT-PAUL-DE-BROCA;
87666115;SOUILLY;
87176933;ARGELES-GAZOST - CORDEE;65067174
87176925;TOURNAY - VILLAGE RETRAITE;
87176909;TOURNAY CENTRE;
87176974;GOURDAN-POLIGNAN LYCEE;
87176966;LATOUR-DE-CAROL - RUITES;
87176941;LATOUR-DE-CAROL - COURBASSIL;
87176990;LANESPEDE;
54348045;SUCHDOL NAD ODROU;
71154104;GIJON;
70326702;CHIPPENHAM;
70566307;SALISBURY;
71154013;CALZADA DE ASTURIAS;
87176024;BARBAZAN-DEBAT - EGLISE;
87176131;BORDES LARRIMARET;
87176115;BORDES - PN 147;
87176107;SEMEAC - ALSTHOM PORTE SUD;
87176222;LANNEMEZAN - HOTEL PYRENEES;
87176214;LANNEMEZAN - DEMI-LUNE;
87176297;LHEZ;
87176313;PERE;
87176305;MASCARAS - D. 5 - R.N. 117;
87176321;PINAS;
51060103;WROC AW G OWNY;
74047340;ARE;
74047290;ANN;
74047183;ANGE;
74047159;AMAL;
87761262;LORIOL;
87761254;PONT DE LIVRON;
87761247;LIVRON;
87761239;L'ISLE-D'ABEAU;
87761221;ETOILE;
87761270;ANNONAY-GARE ROUTIERE;
54347252;LETOVICE;
87761007;VALENCE VILLE;26076100
87761080;ANNEMASSE SALLE MARTIN LUTHER KING;
87761072;VAL-D'OINGT - SAINT-LAURENT D'OINGT GARE;
87761064;VAL-D'OINGT - SAINT-LAURENT D'OINGT BOURG;
87761056;OINGT ROUTE DE SAINT-LAURENT;
87761130;SAINT-VALLIER SUR RHONE;
87761122;ANDANCETTE;
87761106;SAINT-RAMBERT-D'ALBON;
87761163;TAIN-L'HERMITAGE - TOURNON;
87667980;DIOU VILLE BUS (ALLIER);
87761692;BRIATEXTE PIGNE;
87761684;SAINT-HILAIRE - SAINT-NAZAIRE;
87761650;ROMANS - BOURG-DE-PEAGE;26076165
87761635;BRIATEXTE EN SEGUR;
87761627;BRIATEXTE BORIE BASSE;
87761601;SAINT-MARCEL-LES-VALENCE;
54347559;LUHACOVICE;
87761791;AOUSTE-SUR-SYE;
87761783;CREST;
87761759;TULLINS FURES;
87761742;POLIENAS;
87761726;VINAY;
87761718;SAINT-MARCELLIN;
87761478;RODEZ GARE ROUTIERE;
87761460;TOURNON;07076146
87761437;SARRAS;
87761494;SAINT-PERAY;26076100
70327106;BATH SPA;
87761593;BRIATEXTE CENTRE;
87761551;PUYBEGON LARMES;
87761544;LA VOULTE-SUR-RHONE;07076154
87761536;SAINT-GAUZENS LES GRAVELS;
87761528;BEAUCHASTEL-CENTRE;
87761510;CHARMES-SUR-RHONE-CENTRE;
87761502;SOYONS-CENTRE;
87271148;EPINAY-SUR-SEINE;
87271171;LA BARRE ORMESSON;
87271163;PIERREFITTE - STAINS;
87271122;EPINAY - VILLETANEUSE;
87427393;MONNAIE JEAN-BAPTISTE MOREAU;37574680
87271205;GENNEVILLIERS;
87271247;SAINT-OUEN;
87271395;LE BOURGET;
87271304;LA COURNEUVE - AUBERVILLIERS;
87271486;PARC DES EXPOSITIONS;
87271478;LE BLANC-MESNIL;
87271494;AEROPORT CHARLES DE GAULLE 2 TGV;95027146
87271403;DRANCY;
87271429;SEVRAN - LIVRY;
87271411;AULNAY-SOUS-BOIS;
87271445;SEVRAN BEAUDOTTES;
87271437;VERT GALANT;
87271460;AEROPORT ROISSY CHARLES DE GAULLE 1;95027146
87271452;VILLEPINTE;
87271593;CREPY-EN-VALOIS;
87271585;ORMOY-VILLERS;
87271510;VILLEPARISIS - MITRY-LE-NEUF;
87271536;DAMMARTIN - JUILLY - SAINT-MARD;
87271528;MITRY - CLAYE;
87271551;LE PLESSIS-BELLEVILLE;
87271577;NANTEUIL-LE-HAUDOUIN;
87271601;VAUMOISE;
87271734;VILLERS-COTTERETS;
87271775;LONGPONT;
87271783;VIERZY;
87271817;SOISSONS;
87271882;MARGIVAL;
87271874;CROUY;
87177162;PORTE PUYMORENS - STATION;66061150
74048017;ALMHULT;
87177170;LAISSAC - PLACE DU FOIRAL;
55032698;SZEKESFEHERVAR;
87177212;ALBINE - CROISEMENT R.N. 112 - D.88;81061556
87177279;MAZAMET - LYCEE MARIE-ANTOINETTE RIESS;81061554
87177253;MAZAMET - LA RICHARDE;81061554
87177246;LACABAREDE - CROISEMEMENT R.N. 112 / D. 88;
55178970;MURONY;
87177295;REVEL - L.E.P. AMEUBLEMENT;31023566
87177287;REVEL - LYCEE AURIOL;31023566
87177303;CHIS;
87177329;ESCONDEAUX;
55178897;MEZ BERENY;
87177378;LAGUIAN-MAZOUS;
87177360;COMMUNAY - STADE;
87177352;LACASSAGNE;
87177402;MIRANDE PLACE FESSENHEIM;32061715
87177444;SAINT-MARTIN;
87177428;ORLEIX;
87177485;SAINT-MAUR;
55178632;GYOMA;
87177527;GAILLAC - PLACE DE LA LIBERATION;81061525
87177519;VILLECOMTAL-SUR-ARROS CASTORS;
87177592;MARSSAC-SUR-TARN ROUTE DE TOULOUSE;
87177576;TERNAY - BARBIERES;69072255
87177626;AVIGNONET-LAURAGAIS - MAIRIE;31061606
87177675;LABEGE VILLAGE - PAYSSIERE;
87177659;BAZIEGE VILLAGE;31061172
87177691;VILLEFRANCHE-DE-LAURAGAIS - GENDARMERIE;11061501
87177717;VILLEFRANCHE-DE-LAURAGAIS - CPAM;11061501
55178483;MEZ TUR;
87271031;GARE DU NORD SURFACE;75068600
87271007;PARIS NORD;75068600
87271023;GARE DU NORD;75068600
87271015;SAINT-DENIS;93027101
74048884;ORNSKOLDSVIK C;
74048785;OREBRO C;
51061200;KLUCZBORK;
54346643;SKROCHOVICE;
54346627;PREROV;
74048314;ANGELSBERG;
74048280;ANGELHOLM;
54346940;STUDENKA;
51061705;STRZELCE OPOLSKIE;
74048140;ALVSBYN;
87762476;VERFEIL GENDARMERIE;
87762435;GRAULHET GARE ROUTIERE;
87762427;GRAULHET COLLEGE PASTEUR;
87762419;GRAULHET CARLAC;
87762401;PUYBEGON AL ALBAR;
87762492;SAINT-GERMAIN-DES-PRES-LA CROUZETTE;
87762484;PUYLAURENS LA BOURRELIE;
87762583;AGUESSAC BELLEVUE;
87762575;CASTRES LA CHARTREUSE;
87762567;SAIX BOUSSAC (RN 126);
87762559;SAIX FABRIE;
87762542;SAIX LONGUEGINESTE;
87762534;CAMBOUNET EN TOULZE;
87762526;SOUAL AIRE DE COVOITURAGE;
87762518;SAINT-GERMAIN-DES-PRES-EN-TESTE;
87762500;SAINT-GERMAIN-DES-PRES - EN SARRAT;
87762252;CLUB MEDITERRANEE COCODY;
87762245;CLUB OLYMPIQUE;20086083
87762211;UCCIANI;
87762203;TATTONE;
87762294;LUPINO;
87762286;DAVIA;
87762260;SANT-AMBROGGIO;
87762369;CEPPE;
87762351;FORNACINA;
87762344;LA ROCADE;
87762336;MONTESERO;
87762328;L'ARINELLA;
87762310;BASSANESE;
87762302;RIVOLI;
87762393;GRAULHET NABEILLOU;
87762385;GRAULHET MARECHAL JUIN;
87762377;BRIATEXTE GATIMEL;
20056705;DNO;
88747162;AUVELAIS;
74044453;VASSIJAURE;
88747246;JEMEPPE-SUR-SAMBRE;
87762906;LYON SAINT-EXUPERY TGV;
87762690;PAMIERS  COLLEGE BAYLE;
87762625;MARIGNAC ROUTIER;
74044297;VARBERG;
74044289;VARA;
87762617;SALECHAN D825 ROUTIER;
87762609;LOURES-BAROUSSE ROUTIER;
87762773;RIEUCROS CHEMIN DU STADE;
87762765;RIEUCROS LA POSTE;
87762757;LES ISSARDS CARREFOUR RD119 / RD112;
87762740;LES PUJOLS GUINGUETTE;
87762732;PAMIERS - ZONE COMMERCIALE;
87762724;PAMIERS RUE DU PONT NEUF;
87762716;PAMIERS GARE;
87762708;PAMIERS LYCEE AGRICOLE;
87668467;AUCH - HOPITAL;
87668459;AUCH ALLEE BAYLAC;
87668491;AIRE-SUR-L'ADOUR - PLACE DE LA LIBERTE;
87668426;MONTAUBAN ALBASUD;
70422204;SWANSEA;
87668541;BAREGES - STATION DE SKI;
87668574;LA BARTHE-DE-NESTE - CENTRE;
87668590;BAGNERES - MEDOUS;
